household_id,distributor_id,pincode,last_booking_date,request_date,days_since_last_booking,is_bpl,urgency,crisis_level,cylinders_requested,stock_at_distributor,queue_position,location_changes_30d,booking_gap_days,target_priority_score,target_expected_wait_hours
hh-010119,dist-8,440001,17-03-2026,20-03-2026,11,0,regular,normal,1,127,33,0,7,38.36,12.11
hh-010120,dist-16,440001,21-02-2026,24-02-2026,35,1,bpl,normal,1,105,99,0,35,89.28,21.75
hh-010121,dist-16,411001,13-03-2026,16-03-2026,15,1,bpl,normal,2,55,20,0,14,69.35,10.63
hh-010122,dist-11,416001,13-02-2026,13-02-2026,43,0,bpl,normal,1,19,57,0,38,64.81,20.55
hh-010123,dist-15,431001,15-03-2026,16-03-2026,13,0,regular,alert,1,71,52,0,5,35.39,21.01
hh-010124,dist-20,440001,23-02-2026,28-02-2026,33,0,regular,alert,1,64,105,0,31,60.92,29.67
hh-010125,dist-2,400001,11-02-2026,13-02-2026,45,1,regular,normal,1,95,115,0,38,83.38,26.29
hh-010126,dist-11,440001,08-03-2026,12-03-2026,20,0,regular,normal,1,100,62,0,11,48.54,19.79
hh-010127,dist-6,416001,17-03-2026,21-03-2026,11,0,medical,normal,1,70,106,0,1,57.61,26.69
hh-010128,dist-5,416001,05-03-2026,07-03-2026,23,0,regular,normal,1,8,111,1,21,48.21,32.85
hh-010129,dist-15,431001,06-02-2026,08-02-2026,50,0,medical,normal,1,127,2,0,49,77.72,3
hh-010130,dist-9,422001,07-02-2026,08-02-2026,49,1,bpl,alert,1,93,81,2,46,98.95,18.04
hh-010131,dist-9,416001,25-02-2026,01-03-2026,31,0,medical,alert,1,156,70,0,26,89.73,17.61
hh-010132,dist-1,431001,19-03-2026,20-03-2026,9,0,medical,alert,1,169,74,0,0,54.4,22.55
hh-010133,dist-10,400001,21-01-2026,23-01-2026,66,1,regular,normal,1,54,77,0,63,70,24.21
hh-010134,dist-1,422001,17-03-2026,21-03-2026,11,0,regular,emergency,1,68,37,0,2,53.93,11.14
hh-010135,dist-4,440001,01-03-2026,01-03-2026,27,0,bpl,normal,2,171,64,0,27,69.49,17.17
hh-010136,dist-14,400001,18-02-2026,21-02-2026,38,1,medical,normal,1,47,75,0,38,100,23.43
hh-010137,dist-10,440001,02-02-2026,04-02-2026,54,1,bpl,normal,1,97,115,0,47,92.83,25.52
hh-010138,dist-8,431001,17-02-2026,18-02-2026,39,0,regular,normal,1,90,44,1,39,55.99,15.15
hh-010139,dist-10,400001,03-03-2026,05-03-2026,25,0,regular,normal,1,85,97,0,20,53.44,25.3
hh-010140,dist-18,440001,10-03-2026,13-03-2026,18,1,bpl,normal,1,105,81,0,16,75.58,19.41
hh-010141,dist-5,416001,17-02-2026,17-02-2026,39,0,regular,normal,1,70,15,0,29,56.89,9.1
hh-010142,dist-5,422001,26-02-2026,27-02-2026,30,1,medical,normal,2,124,95,0,20,99.92,19.95
hh-010143,dist-2,431001,28-02-2026,05-03-2026,28,0,regular,normal,2,58,93,0,19,55.62,26.34
hh-010144,dist-15,422001,04-02-2026,04-02-2026,52,0,regular,normal,1,56,44,0,50,53.97,17.17
hh-010145,dist-4,411001,19-03-2026,22-03-2026,9,1,regular,normal,1,130,105,0,1,49.21,24.28
hh-010146,dist-5,400001,11-01-2026,11-01-2026,76,0,medical,alert,1,144,79,0,75,84.08,20.19
hh-010147,dist-15,400001,10-02-2026,14-02-2026,46,0,regular,alert,1,168,56,0,43,58.61,19.25
hh-010148,dist-4,400001,19-02-2026,20-02-2026,37,0,regular,alert,1,124,116,0,33,58.78,29.53
hh-010149,dist-2,416001,17-02-2026,19-02-2026,39,0,regular,normal,1,52,81,0,30,59.88,23.64
hh-010150,dist-20,416001,07-03-2026,07-03-2026,21,1,bpl,normal,2,43,57,0,19,75.39,16.17
hh-010151,dist-9,422001,16-03-2026,20-03-2026,12,1,bpl,normal,1,89,87,0,2,63.79,20.08
hh-010152,dist-20,422001,13-03-2026,16-03-2026,15,0,regular,emergency,1,151,106,0,7,51.24,28.26
hh-010153,dist-4,411001,17-02-2026,21-02-2026,39,0,regular,normal,1,72,94,0,31,53.64,22.5
hh-010154,dist-5,440001,27-02-2026,28-02-2026,29,0,medical,normal,1,44,114,0,27,77.06,28.01
hh-010155,dist-1,411001,16-02-2026,17-02-2026,40,0,medical,normal,1,15,52,0,33,78.32,19.21
hh-010156,dist-9,411001,20-02-2026,21-02-2026,36,0,medical,normal,1,110,44,0,29,75.3,15.23
hh-010157,dist-12,440001,20-02-2026,20-02-2026,36,1,bpl,alert,1,9,76,0,32,91.79,21.56
hh-010158,dist-9,440001,03-03-2026,07-03-2026,25,1,bpl,normal,1,93,108,0,16,91.29,25.68
hh-010159,dist-18,411001,10-02-2026,12-02-2026,46,0,regular,normal,1,83,68,0,41,53.51,19.58
hh-010160,dist-16,431001,01-03-2026,03-03-2026,27,1,bpl,emergency,1,153,47,0,18,99.77,11.09
hh-010161,dist-6,411001,22-02-2026,23-02-2026,34,1,regular,normal,1,137,60,0,26,74.61,15.23
hh-010162,dist-14,422001,02-02-2026,03-02-2026,54,0,regular,alert,1,37,107,0,49,63.15,28.32
hh-010163,dist-19,416001,19-02-2026,22-02-2026,37,1,bpl,emergency,1,46,80,0,34,98.95,20.98
hh-010164,dist-8,422001,06-03-2026,11-03-2026,22,0,regular,normal,1,64,70,0,14,49.51,20.14
hh-010165,dist-20,422001,20-01-2026,21-01-2026,67,0,regular,emergency,1,132,47,0,60,74.7,10.86
hh-010166,dist-4,411001,09-02-2026,11-02-2026,47,1,regular,normal,1,135,37,0,38,81.8,11.22
hh-010167,dist-20,411001,11-02-2026,15-02-2026,45,1,regular,normal,1,114,31,0,42,74.56,10.4
hh-010168,dist-12,411001,19-02-2026,22-02-2026,37,1,bpl,alert,1,96,72,0,28,98.68,16.95
hh-010169,dist-20,411001,06-02-2026,07-02-2026,50,0,medical,normal,1,152,42,0,48,77.67,11.13
hh-010170,dist-1,416001,09-02-2026,11-02-2026,47,0,medical,alert,1,157,104,0,40,90.58,24.56
hh-010171,dist-3,411001,25-02-2026,28-02-2026,31,0,regular,normal,1,17,22,0,26,58.22,12.14
hh-010172,dist-2,400001,09-02-2026,11-02-2026,47,0,regular,alert,1,112,120,0,42,68.87,29.04
hh-010173,dist-14,440001,16-01-2026,16-01-2026,71,1,regular,normal,1,76,106,0,64,75.74,26.99
hh-010174,dist-10,400001,20-01-2026,21-01-2026,67,1,bpl,normal,1,32,90,0,65,93.76,22.69
hh-010175,dist-13,400001,08-02-2026,11-02-2026,48,1,medical,normal,1,146,25,0,38,94.49,6.92
hh-010176,dist-1,422001,03-03-2026,08-03-2026,25,1,regular,normal,2,87,72,0,20,69.49,20.44
hh-010177,dist-1,431001,10-02-2026,10-02-2026,46,0,regular,normal,1,177,60,0,37,47.07,18.37
hh-010178,dist-7,400001,29-01-2026,01-02-2026,58,0,regular,normal,1,32,7,0,58,65.02,8.73
hh-010179,dist-5,440001,18-02-2026,19-02-2026,38,0,medical,alert,1,136,103,0,35,82.43,25.98
hh-010180,dist-20,422001,21-02-2026,26-02-2026,35,1,bpl,normal,1,47,57,1,25,84.26,15.66
hh-010181,dist-16,411001,14-02-2026,17-02-2026,42,0,regular,normal,1,64,103,0,33,57.66,26.29
hh-010182,dist-8,411001,03-03-2026,06-03-2026,25,1,bpl,emergency,1,53,110,0,21,92.11,27.23
hh-010183,dist-10,416001,07-03-2026,12-03-2026,21,0,regular,normal,1,162,61,0,19,41.7,18.88
hh-010184,dist-17,416001,27-02-2026,04-03-2026,29,0,regular,normal,1,163,29,0,24,57.29,9.27
hh-010185,dist-3,440001,23-01-2026,25-01-2026,64,0,medical,normal,1,34,112,0,62,81.42,27.97
hh-010186,dist-4,411001,19-02-2026,20-02-2026,37,0,regular,alert,1,33,110,0,31,66.21,31.95
hh-010187,dist-15,431001,23-02-2026,23-02-2026,33,1,regular,emergency,1,137,64,0,30,89.98,16.91
hh-010188,dist-13,440001,13-02-2026,15-02-2026,43,1,medical,normal,1,161,99,0,42,95.01,21.15
hh-010189,dist-2,411001,21-02-2026,22-02-2026,35,1,bpl,normal,1,54,100,1,25,92.29,25.89
hh-010190,dist-3,440001,04-01-2026,05-01-2026,83,0,regular,normal,1,89,87,0,79,58.7,20.65
hh-010191,dist-14,431001,15-02-2026,18-02-2026,41,1,bpl,normal,1,85,110,0,31,88.1,23.09
hh-010192,dist-13,416001,25-03-2026,28-03-2026,3,0,medical,normal,1,176,53,0,0,46.73,13.98
hh-010193,dist-11,422001,25-02-2026,01-03-2026,31,1,regular,normal,1,159,40,0,29,73.93,8.46
hh-010194,dist-12,411001,25-02-2026,27-02-2026,31,1,bpl,normal,1,142,93,0,30,85.37,23.9
hh-010195,dist-14,431001,31-01-2026,04-02-2026,56,0,medical,normal,1,76,51,0,48,83.59,9.25
hh-010196,dist-18,422001,13-01-2026,14-01-2026,74,1,regular,normal,2,19,65,0,66,79.44,22.55
hh-010197,dist-10,400001,11-02-2026,13-02-2026,45,0,regular,normal,2,143,93,2,39,55.9,23.67
hh-010198,dist-10,411001,17-01-2026,21-01-2026,70,1,regular,normal,1,56,58,0,69,74.47,17.87
hh-010199,dist-4,431001,13-02-2026,15-02-2026,43,0,regular,normal,1,147,94,0,34,53.95,23.95
hh-010200,dist-16,416001,26-01-2026,27-01-2026,61,0,regular,normal,1,28,45,0,51,55.23,18.85
hh-010201,dist-11,400001,13-02-2026,14-02-2026,43,1,medical,normal,1,112,108,0,41,98.65,25.05
hh-010202,dist-18,431001,05-03-2026,08-03-2026,23,1,bpl,alert,1,170,111,0,22,88.23,26.86
hh-010203,dist-16,416001,19-03-2026,21-03-2026,9,0,regular,normal,2,173,62,0,9,28.99,19.45
hh-010204,dist-10,400001,03-03-2026,06-03-2026,25,1,regular,alert,1,23,27,0,21,79.07,13.39
hh-010205,dist-6,416001,25-03-2026,28-03-2026,3,1,regular,alert,1,93,35,1,0,44.13,14.4
hh-010206,dist-12,400001,02-02-2026,05-02-2026,54,0,regular,normal,1,179,59,1,45,56.16,19.97
hh-010207,dist-11,411001,27-02-2026,27-02-2026,29,1,regular,alert,1,126,114,0,22,82.97,26.99
hh-010208,dist-6,431001,22-01-2026,24-01-2026,65,1,bpl,normal,1,45,13,0,58,90.37,5.7
hh-010209,dist-15,416001,13-03-2026,15-03-2026,15,0,regular,alert,1,11,109,0,7,47.53,31.79
hh-010210,dist-1,440001,13-02-2026,16-02-2026,43,0,regular,normal,1,29,28,1,41,57,16.42
hh-010211,dist-14,440001,14-01-2026,17-01-2026,73,0,medical,normal,2,177,6,0,69,72.6,6.94
hh-010212,dist-3,422001,07-02-2026,07-02-2026,49,0,regular,normal,1,139,116,0,47,60.9,30.13
hh-010213,dist-16,422001,08-03-2026,09-03-2026,20,0,regular,normal,1,27,51,0,12,46.41,18.86
hh-010214,dist-2,400001,07-02-2026,07-02-2026,49,0,medical,normal,1,62,73,0,44,73.66,20.63
hh-010215,dist-4,400001,04-03-2026,07-03-2026,24,0,regular,alert,1,71,11,0,24,54.03,9.89
hh-010216,dist-4,440001,07-03-2026,12-03-2026,21,0,regular,normal,1,25,100,0,15,48.38,28.62
hh-010217,dist-17,422001,27-02-2026,28-02-2026,29,1,medical,alert,1,42,41,0,20,100,13.13
hh-010218,dist-14,400001,22-01-2026,23-01-2026,65,1,bpl,normal,2,66,77,0,62,82.02,20.93
hh-010219,dist-20,431001,05-02-2026,09-02-2026,51,1,bpl,normal,1,80,111,0,51,90.19,22.77
hh-010220,dist-10,411001,01-03-2026,05-03-2026,27,0,regular,normal,1,133,67,1,22,55.83,19.26
hh-010221,dist-11,431001,14-02-2026,15-02-2026,42,0,regular,alert,1,139,42,0,40,65.67,12.48
hh-010222,dist-17,431001,21-02-2026,22-02-2026,35,1,regular,normal,1,149,46,1,34,70.17,14.07
hh-010223,dist-6,440001,20-03-2026,24-03-2026,8,0,regular,normal,2,32,83,0,0,24.12,26.41
hh-010224,dist-18,400001,26-03-2026,28-03-2026,2,0,medical,alert,1,132,85,0,2,50.91,21.71
hh-010225,dist-15,422001,08-02-2026,11-02-2026,48,0,regular,alert,1,38,6,0,38,61.43,10.9
hh-010226,dist-15,422001,06-03-2026,10-03-2026,22,0,medical,normal,1,8,3,0,12,78.23,7.17
hh-010227,dist-6,411001,05-02-2026,09-02-2026,51,0,regular,normal,1,49,33,0,43,66.53,12.39
hh-010228,dist-15,422001,02-03-2026,07-03-2026,26,0,regular,alert,1,29,41,0,17,59,15.53
hh-010229,dist-6,431001,20-02-2026,22-02-2026,36,0,regular,normal,1,135,17,0,30,58.94,9.31
hh-010230,dist-16,422001,07-03-2026,09-03-2026,21,0,regular,normal,1,156,61,0,16,56.28,18.88
hh-010231,dist-12,400001,15-03-2026,20-03-2026,13,0,medical,normal,1,21,45,0,11,56.04,16.96
hh-010232,dist-17,431001,03-03-2026,08-03-2026,25,1,bpl,normal,1,123,55,1,18,84.72,14.51
hh-010233,dist-1,431001,25-02-2026,25-02-2026,31,1,regular,normal,1,15,96,0,29,74.76,26.58
hh-010234,dist-19,422001,14-01-2026,16-01-2026,73,1,bpl,normal,1,111,45,0,67,91.26,11.61
hh-010235,dist-3,416001,05-03-2026,08-03-2026,23,0,medical,normal,1,106,110,1,16,72.04,26.07
hh-010236,dist-13,431001,28-02-2026,03-03-2026,28,1,regular,normal,1,38,98,0,28,74,24.9
hh-010237,dist-14,431001,13-03-2026,16-03-2026,15,1,bpl,normal,1,43,98,1,13,79.68,27.24
hh-010238,dist-9,411001,11-02-2026,13-02-2026,45,0,regular,emergency,1,63,58,0,40,70.85,17.93
hh-010239,dist-3,416001,22-02-2026,23-02-2026,34,1,medical,normal,2,26,74,2,34,100,18.53
hh-010240,dist-5,400001,18-02-2026,23-02-2026,38,1,bpl,normal,1,84,77,0,36,84.55,17.86
hh-010241,dist-10,400001,14-02-2026,14-02-2026,42,1,regular,normal,1,144,95,0,40,83.6,23.17
hh-010242,dist-18,440001,08-03-2026,08-03-2026,20,0,regular,alert,1,60,33,0,12,48.92,14.56
hh-010243,dist-9,416001,07-02-2026,11-02-2026,49,0,regular,emergency,1,117,80,1,48,71.82,20.34
hh-010244,dist-20,431001,07-02-2026,08-02-2026,49,0,regular,normal,1,31,50,0,40,60.17,17.26
hh-010245,dist-1,416001,02-03-2026,03-03-2026,26,1,regular,alert,1,73,15,0,23,82.75,6.25
hh-010246,dist-13,400001,24-02-2026,27-02-2026,32,0,regular,alert,1,176,96,0,23,67.74,25.79
hh-010247,dist-1,440001,18-02-2026,23-02-2026,38,0,regular,normal,1,112,105,0,32,48.71,28.49
hh-010248,dist-5,400001,14-02-2026,16-02-2026,42,1,bpl,normal,1,177,32,0,40,87.82,9.05
hh-010249,dist-7,411001,23-02-2026,25-02-2026,33,0,medical,normal,1,116,41,0,28,74.17,13.64
hh-010250,dist-12,416001,25-02-2026,25-02-2026,31,0,regular,alert,1,122,32,0,27,51.36,11.45
hh-010251,dist-16,416001,28-01-2026,28-01-2026,59,1,bpl,emergency,2,142,86,0,54,100,15.79
hh-010252,dist-11,422001,09-02-2026,11-02-2026,47,1,bpl,normal,1,119,31,2,37,82.91,12.57
hh-010253,dist-2,431001,25-02-2026,01-03-2026,31,0,bpl,alert,1,177,111,0,21,70.34,26.79
hh-010254,dist-7,411001,23-02-2026,27-02-2026,33,1,bpl,normal,1,174,26,0,27,85.07,10.25
hh-010255,dist-6,400001,23-02-2026,24-02-2026,33,1,regular,normal,1,97,3,0,29,78.17,6.66
hh-010256,dist-17,416001,17-02-2026,21-02-2026,39,1,bpl,normal,1,78,30,0,29,91.78,9.46
hh-010257,dist-12,422001,09-01-2026,14-01-2026,78,1,medical,emergency,2,41,42,0,73,100,11.51
hh-010258,dist-10,411001,14-03-2026,14-03-2026,14,0,regular,alert,1,162,47,2,8,41.51,16.45
hh-010259,dist-16,440001,27-01-2026,31-01-2026,60,0,regular,alert,1,66,64,0,51,67.26,15.82
hh-010260,dist-17,422001,06-02-2026,07-02-2026,50,0,regular,normal,1,45,9,0,44,53.4,11.09
hh-010261,dist-19,431001,11-03-2026,12-03-2026,17,0,medical,normal,1,56,3,0,12,62.85,7.96
hh-010262,dist-7,422001,13-03-2026,16-03-2026,15,0,medical,normal,1,84,104,1,15,65.89,24.6
hh-010263,dist-19,416001,11-02-2026,13-02-2026,45,0,bpl,alert,1,180,24,0,35,69.82,10.15
hh-010264,dist-20,422001,12-03-2026,16-03-2026,16,1,bpl,emergency,1,33,108,1,16,84.5,30.95
hh-010265,dist-12,422001,03-02-2026,04-02-2026,53,0,bpl,normal,1,179,8,0,53,72.22,8
hh-010266,dist-10,411001,09-03-2026,10-03-2026,19,1,bpl,emergency,1,76,109,0,11,91.83,24.89
hh-010267,dist-20,400001,18-02-2026,18-02-2026,38,0,medical,normal,1,103,4,0,29,90.77,6.66
hh-010268,dist-11,440001,10-02-2026,13-02-2026,46,0,regular,alert,1,25,115,1,41,60.56,31.48
hh-010269,dist-13,440001,30-01-2026,04-02-2026,57,1,bpl,normal,1,146,4,0,56,95.22,1.48
hh-010270,dist-15,411001,09-03-2026,10-03-2026,19,1,regular,normal,1,132,2,0,12,65.94,3.94
hh-010271,dist-6,411001,24-02-2026,28-02-2026,32,1,regular,normal,1,104,114,0,28,82.59,25.94
hh-010272,dist-12,431001,13-03-2026,16-03-2026,15,1,regular,alert,1,40,81,1,11,70.63,24.41
hh-010273,dist-10,422001,09-03-2026,09-03-2026,19,1,regular,normal,2,178,9,0,14,65.89,5.44
hh-010274,dist-9,416001,06-01-2026,10-01-2026,81,0,regular,alert,1,161,90,0,71,65.98,21.42
hh-010275,dist-5,440001,03-03-2026,08-03-2026,25,1,regular,normal,1,21,3,3,22,70.82,10.25
hh-010276,dist-7,400001,12-03-2026,16-03-2026,16,0,bpl,normal,1,117,53,1,13,48.6,17.47
hh-010277,dist-10,440001,04-02-2026,05-02-2026,52,1,regular,normal,1,73,2,0,42,77.24,6.1
hh-010278,dist-16,431001,07-01-2026,08-01-2026,80,0,bpl,normal,1,100,91,0,71,67.1,21.63
hh-010279,dist-8,431001,01-02-2026,03-02-2026,55,0,medical,normal,1,83,44,0,51,81.04,13.47
hh-010280,dist-13,422001,13-03-2026,16-03-2026,15,0,regular,normal,1,59,80,1,10,42.82,23.24
hh-010281,dist-7,400001,24-01-2026,26-01-2026,63,0,regular,normal,1,16,40,0,58,51.49,20.43
hh-010282,dist-4,431001,22-02-2026,25-02-2026,34,0,regular,normal,1,98,101,0,27,60.73,27.03
hh-010283,dist-17,400001,17-03-2026,22-03-2026,11,1,bpl,alert,1,48,100,0,11,70.62,27.01
hh-010284,dist-12,431001,31-01-2026,03-02-2026,56,0,medical,normal,1,53,81,0,48,83.54,23.09
hh-010285,dist-6,440001,17-03-2026,20-03-2026,11,0,regular,alert,1,128,17,1,6,43.2,9.84
hh-010286,dist-6,440001,08-03-2026,08-03-2026,20,0,regular,normal,1,153,80,0,10,44.75,20.98
hh-010287,dist-7,440001,20-02-2026,24-02-2026,36,1,bpl,normal,1,120,58,0,34,90.83,13.6
hh-010288,dist-19,411001,13-03-2026,18-03-2026,15,0,regular,normal,1,158,107,0,14,33.2,27.98
hh-010289,dist-20,411001,05-03-2026,08-03-2026,23,1,bpl,normal,1,74,78,0,14,85.99,19.71
hh-010290,dist-20,416001,13-03-2026,14-03-2026,15,1,bpl,normal,1,60,29,0,10,77.24,13.76
hh-010291,dist-7,400001,14-02-2026,15-02-2026,42,1,medical,normal,1,92,63,3,39,99.06,14.77
hh-010292,dist-16,431001,31-01-2026,02-02-2026,56,1,bpl,normal,1,64,60,0,51,90.41,15.97
hh-010293,dist-4,431001,04-02-2026,04-02-2026,52,0,medical,emergency,1,71,100,0,42,90.32,24.2
hh-010294,dist-14,422001,16-02-2026,16-02-2026,40,1,bpl,normal,1,40,84,1,39,88.9,23.8
hh-010295,dist-8,400001,28-02-2026,01-03-2026,28,0,medical,normal,1,72,73,0,23,77.93,21.28
hh-010296,dist-18,431001,16-03-2026,19-03-2026,12,1,bpl,normal,1,95,29,0,3,66.46,12.2
hh-010297,dist-20,431001,06-03-2026,07-03-2026,22,0,regular,alert,1,54,31,0,17,50.74,13.27
hh-010298,dist-4,431001,12-01-2026,12-01-2026,75,0,regular,normal,1,115,18,0,69,57.58,8.43
hh-010299,dist-7,440001,26-02-2026,02-03-2026,30,1,regular,normal,1,145,66,0,20,77.66,15.98
hh-010300,dist-15,431001,22-03-2026,25-03-2026,6,1,medical,normal,2,18,28,1,6,58.92,18.58
hh-010301,dist-13,416001,09-03-2026,11-03-2026,19,0,regular,normal,1,160,2,0,10,41.05,5.7
hh-010302,dist-4,416001,11-01-2026,11-01-2026,76,1,bpl,emergency,1,130,57,0,74,100,13.48
hh-010303,dist-7,440001,13-03-2026,16-03-2026,15,1,bpl,normal,1,100,2,0,12,66.26,5.83
hh-010304,dist-2,416001,02-02-2026,03-02-2026,54,1,regular,normal,1,30,29,0,51,81.44,10.58
hh-010305,dist-12,440001,07-02-2026,07-02-2026,49,0,medical,normal,1,25,90,0,39,82.74,24.25
hh-010306,dist-15,416001,06-03-2026,11-03-2026,22,0,regular,normal,1,100,97,2,13,51.08,23.07
hh-010307,dist-9,440001,11-02-2026,16-02-2026,45,0,medical,normal,1,178,34,0,40,77.62,11.58
hh-010308,dist-3,416001,10-02-2026,14-02-2026,46,0,regular,normal,1,96,75,0,37,63.31,20.97
hh-010309,dist-20,416001,16-02-2026,16-02-2026,40,0,regular,normal,1,37,36,1,32,49.6,14.23
hh-010310,dist-3,411001,02-03-2026,03-03-2026,26,0,regular,normal,1,122,89,0,26,50.95,22.54
hh-010311,dist-8,422001,23-02-2026,25-02-2026,33,0,regular,normal,1,179,46,2,28,63.04,13.47
hh-010312,dist-13,422001,06-02-2026,11-02-2026,50,0,regular,normal,1,53,117,1,49,57.95,33.06
hh-010313,dist-12,400001,02-02-2026,03-02-2026,54,0,medical,normal,1,144,82,0,52,82.35,19.33
hh-010314,dist-8,411001,16-01-2026,19-01-2026,71,1,regular,normal,1,117,79,0,62,79.32,20.59
hh-010315,dist-2,416001,20-02-2026,22-02-2026,36,0,medical,normal,1,126,32,0,31,77.88,13.01
hh-010316,dist-19,416001,12-03-2026,14-03-2026,16,0,bpl,alert,1,146,102,0,16,54.38,23.26
hh-010317,dist-9,411001,18-02-2026,22-02-2026,38,1,bpl,normal,1,164,116,1,38,86.17,24.4
hh-010318,dist-14,411001,25-01-2026,30-01-2026,62,0,medical,alert,1,51,37,3,52,82.5,12.69
hh-010319,dist-16,411001,28-02-2026,01-03-2026,28,1,regular,normal,1,134,114,0,28,75.8,26.18
hh-010320,dist-13,416001,26-02-2026,03-03-2026,30,1,medical,normal,1,122,55,0,22,100,13.66
hh-010321,dist-11,416001,22-01-2026,25-01-2026,65,1,regular,normal,1,166,97,0,61,66.35,28.33
hh-010322,dist-8,411001,02-02-2026,05-02-2026,54,0,bpl,normal,1,172,78,0,50,66.61,21.84
hh-010323,dist-18,440001,25-01-2026,26-01-2026,62,1,bpl,normal,1,135,50,0,54,90.29,11.48
hh-010324,dist-18,400001,24-02-2026,26-02-2026,32,0,regular,normal,1,24,46,1,25,58,17.83
hh-010325,dist-3,422001,17-02-2026,22-02-2026,39,1,regular,normal,1,146,91,0,35,74.63,23.84
hh-010326,dist-17,416001,08-01-2026,13-01-2026,79,0,medical,normal,1,26,13,0,78,81.85,8.8
hh-010327,dist-2,411001,10-03-2026,13-03-2026,18,1,regular,normal,1,91,74,0,10,57.25,20.26
hh-010328,dist-14,411001,23-01-2026,27-01-2026,64,0,regular,normal,2,149,74,0,64,53.75,19.38
hh-010329,dist-6,440001,29-01-2026,30-01-2026,58,0,regular,normal,1,17,67,0,53,60.52,23.68
hh-010330,dist-9,400001,03-02-2026,05-02-2026,53,1,bpl,normal,1,21,82,0,52,88.11,24.1
hh-010331,dist-18,416001,13-03-2026,17-03-2026,15,0,regular,normal,1,152,19,2,13,44.02,9.72
hh-010332,dist-4,422001,16-01-2026,17-01-2026,71,0,regular,normal,1,96,88,0,64,57.03,22.7
hh-010333,dist-9,411001,06-03-2026,07-03-2026,22,0,regular,normal,1,176,62,0,20,54.5,20.79
hh-010334,dist-8,440001,15-02-2026,18-02-2026,41,1,bpl,normal,1,63,58,1,33,92.3,16.29
hh-010335,dist-5,431001,29-01-2026,29-01-2026,58,0,regular,alert,1,9,41,0,53,66.88,17.59
hh-010336,dist-3,411001,20-01-2026,21-01-2026,67,0,regular,normal,1,132,21,0,60,66.33,9.71
hh-010337,dist-12,411001,14-03-2026,19-03-2026,14,1,regular,normal,1,149,73,0,7,59.13,17.06
hh-010338,dist-18,416001,01-03-2026,01-03-2026,27,0,medical,normal,1,60,61,0,23,78.24,17.9
hh-010339,dist-13,440001,09-03-2026,14-03-2026,19,0,regular,emergency,1,172,85,0,17,56.4,23.67
hh-010340,dist-6,411001,15-03-2026,20-03-2026,13,0,medical,alert,1,55,18,0,10,65.25,9.22
hh-010341,dist-15,416001,19-02-2026,21-02-2026,37,0,regular,normal,1,23,80,1,33,56.09,27.51
hh-010342,dist-12,431001,23-02-2026,23-02-2026,33,0,regular,alert,1,50,100,0,26,61.14,26.37
hh-010343,dist-20,400001,27-02-2026,04-03-2026,29,0,regular,normal,2,40,81,1,28,56.84,26.97
hh-010344,dist-12,400001,02-03-2026,02-03-2026,26,1,regular,normal,1,96,63,0,24,72.49,17
hh-010345,dist-13,411001,15-02-2026,17-02-2026,41,0,regular,normal,1,94,48,0,39,61.44,13.64
hh-010346,dist-2,400001,22-02-2026,24-02-2026,34,1,bpl,normal,1,111,73,0,33,83.06,21.78
hh-010347,dist-18,416001,06-03-2026,08-03-2026,22,0,regular,normal,1,73,73,0,16,47.98,20.2
hh-010348,dist-14,416001,26-01-2026,27-01-2026,61,1,bpl,alert,1,166,22,1,59,97.42,6.82
hh-010349,dist-8,416001,04-02-2026,09-02-2026,52,0,regular,normal,1,165,111,0,43,60.76,27.78
hh-010350,dist-2,431001,17-01-2026,17-01-2026,70,0,regular,normal,1,116,29,0,61,52.82,9.72
hh-010351,dist-3,440001,18-02-2026,21-02-2026,38,1,regular,normal,1,145,120,0,28,78.76,27.26
hh-010352,dist-18,400001,05-03-2026,09-03-2026,23,1,bpl,normal,1,59,26,1,16,76.4,8.53
hh-010353,dist-14,422001,10-02-2026,15-02-2026,46,0,regular,normal,1,111,34,0,39,49.49,14.48
hh-010354,dist-15,431001,04-03-2026,09-03-2026,24,1,regular,emergency,1,19,37,0,16,88.9,13.77
hh-010355,dist-20,431001,31-01-2026,02-02-2026,56,1,regular,normal,1,45,13,1,46,74.18,8.19
hh-010356,dist-2,400001,19-01-2026,20-01-2026,68,0,regular,normal,2,87,38,1,63,59.56,13.23
hh-010357,dist-2,416001,21-02-2026,25-02-2026,35,0,regular,alert,1,152,51,2,27,61.82,18.02
hh-010358,dist-15,411001,08-01-2026,12-01-2026,79,1,bpl,normal,1,179,115,0,76,90.72,27
hh-010359,dist-4,431001,18-03-2026,19-03-2026,10,1,regular,normal,1,26,56,3,8,51.35,23.84
hh-010360,dist-9,431001,13-02-2026,14-02-2026,43,0,regular,normal,1,9,35,0,35,55.34,15.58
hh-010361,dist-15,440001,22-01-2026,27-01-2026,65,0,regular,normal,1,16,15,1,58,60.8,14.11
hh-010362,dist-16,400001,20-03-2026,22-03-2026,8,1,medical,normal,1,13,106,0,1,76.78,27.74
hh-010363,dist-4,422001,27-01-2026,30-01-2026,60,0,regular,normal,1,123,46,0,51,56.36,16.55
hh-010364,dist-13,416001,13-03-2026,17-03-2026,15,1,regular,alert,1,29,19,0,14,64.11,11.29
hh-010365,dist-17,431001,18-02-2026,18-02-2026,38,1,regular,alert,1,52,100,0,33,84.35,22.92
